title,category
2024학년도 전기(제75회) 학위수여식 행사 개최 안내,행사
VR전문인력 양성 교육과정 신청안내 [교육기간: 2/12(수)~],일반
국방대학교 2025년 전반학기 학점교류 신청 안내(학부 및 대학원),일반
사회 초년생 대상 전세 사기 등 부동산거래사고 예방을 위한 홍보 협조 요청,일반
[글로컬대학사업]『2024학년도 경남지역 공동교양교육 개발을 위한 교육수요 조사』협조 요청,학사
졸업생 도서관 이용 안내,일반
2025년도 1학기 국가근로 신청자 희망근로지 신청 안내,일반
"해외 클라우드 전문가 초청 세미나(2025.02.11(화) 오전 10시, 온라인 Zoom 개최)",일반
2025년 하반기 일본 교환학생 선발 공고(접수기간 연장),일반
[국립대학육성사업]2025학년도 비교과프로그램 사전 수요조사 참여 협조 안내,일반
[평생교육원] 2025년도 1학기 평생교육강좌 모집 안내,일반
학생생활관 칠암제1분관 2025학년도 재학생 2차 모집 안내 협조 요청,일반
2025학년도 신(편)입생 오리엔테이션 실시 안내 및 협조 요청,일반
2024학년도 전기(2025.2.25.) 졸업사정 결과 확인 안내,일반
2025 한국무라타전자 아이디어 공모전(~02.19),일반
2025학년도 1학기 재학생 등록금 납부 안내,일반
2025학년도 1학기 재학생 등록금 분할납부(납부연기) 신청 안내,일반
2025학년도 1학기 배재대학교 실감미디어 혁신융합대학사업단 교류수학 안내,학사
(2024학년도 겨울방학)대학원생을 위한 영어논문작성법 특강 일정 변경 안내,일반
[빅데이터 혁신융합대학사업단] 2025학년도 1학기 숙명여자대학교 학점 교류 안내,학사
[항공드론혁신융합대학사업단] 2025학년도 1학기 항공드론 융합전공 모집 홍보 협조 요청,학사
2025년 사천시시설관리공단 SNS 서포터즈 모집 공고 안내,일반
2025년 ㈜삼현 채용연계형 인턴십 지원자 모집 안내 및 홍보 요청,취업
★[제2회 연구성과대회]  수상자 서류 제출 안내 ★,일반
2024년 국립대학육성사업 GNUD 수기·영상 콘텐츠 공모전 개최 안내,일반
[제2회 연구성과대회] 평가표 공개 및 평가점수 확인/문의,일반
2025학년도 1학기 전남대학교 교류수학 기간연장 안내(학부 및 대학원),일반
2025학년도 1학기 국립부경대학교 교류 수학 안내,일반
[빅데이터 혁신융합대학 사업단] 제3회 빅데이터 산업트렌드 콘퍼런스 홍보 협조 요청,일반
2025년 1학기 HD현대미포 현장실습학기제 학생 선발 안내,일반
2025학년도 1학기 조선대학교 교류 수학 안내,일반
[국립대학육성사업]2024학년도 The GeNiUs 학습법 특강 운영 안내,일반
2025년 제1차 평생교육사 자격증 발급 신청 안내,일반
편입학 충원율 제고를 위한 설문조사 참여자 기프티콘 지급 안내,일반
2025학년도 1학기 부산대학교 교류 수학 안내(학부 및 대학원),일반
2025학년도 1학기 강원대학교 교류수학 일정 변경 안내,일반
2025학년도 1학기 (경상국립대학교)트랙제·마이크로디그리 교육과정 신청 안내,일반
2025학년도 1학기 대학(원) 신입생 등록금 수납일정 안내,일반
2025학년도 1학기 재학생 교내 특별장학금 신청 안내,장학
2024학년도 동계 계절학기 강의평가 실시 안내,일반
2025학년도 1학기 경북대학교 교류수학 안내(학부 및 대학원),일반
2025학년도 1학기 강원대학교 교류 수학 안내,일반
2025학년도 1학기 전북대학교 교류 수학 안내,일반
2025학년도 1학기 충남대학교 교류 수학 안내(학부 및 대학원),일반
2025학년도 1학기 전남대학교 교류 수학 안내(학부 및 대학원),일반
2025학년도 1학기 국립창원대학교 교류 수학 안내,일반
2025학년도 1학기 제주대학교 교류 수학 안내,일반
2025학년도 1학기 울산대학교 교류 수학 안내,일반
2025학년도 1학기 동국대학교(서울캠퍼스) 교류 수학 안내,일반
2025학년도 1학기 충북대학교 교류 수학 안내,일반
2025학년도 1학기 농촌출신대학생 학자금대출 시행계획 및 신청 안내,일반
"「국립대학육성사업」 새해맞이 문화행사 “스르르, 복(福) 감아보자” 홍보 및 참여 요청",행사
대입전형 개선을 위한 입학전형 영향평가 설문조사 실시 협조,일반
국립창원대 5차년도 인재양성이노베이션센터 스마트제조교육(창작드론과정) 학생 모집안내,일반
[서울대학교 혁신융합대학사업] 2025학년도 서울대학교 1학기 교류수학 안내,학사
첨단분야 연구인력 현장맞춤형 양성지원사업 연구인력 모집,일반
「2025년 전국 지역인재 7급 수습직원 선발시험」 학교장(총장) 추천 대상자 선발 안내,일반
2024년 인권보호주간 인권관련 도서감상평 공모전(접수기간 연장),일반
「2025년 전국 지역인재 7급 수습직원 선발시험」 대비 PSAT 모의고사 신청 안내,일반
[빅데이터 혁신융합대학 사업단] 2024년 동계 IBM 해커톤,일반
2025년 상반기 생활체육(보디빌딩) 무료교실 참여 안내,일반
2025년 1학기 푸른등대 기부장학금(생활비) 신규장학생 선발 안내,장학
2024년도 (재)경상국립대학교 춘추연구장학재단 장학생 선발 안내,장학
2025학년도 1학기 서울대학교 교류 수학 안내(학부 및 대학원),일반
2025학년도 학사일정 안내,학사
2024년도 (재)백엽장학재단 백엽장학생 선발 안내,장학
2024학년도 2학기 성적처리 학생 성적확인(정정) 기간 변경 안내,일반
2025학년도 전기(추가) 대학원 일반전형 신입생 모집 안내,일반
2025학년도 전기 학·석사학위 및 학·석·박사학위통합 연계과정 모집 안내,일반
졸업자격인증제 실적 이관에 따른 졸업자격인증시스템 일시 중단 안내,일반
2025학년도 교직과정 이수예정자 선발 안내,일반
2024학년도 동계 방학 중 칠암도서관 운영시간 변경 안내,일반
2024학년도 IT공과대학 취·창업 활성화를 위한 응시료 지원 신청서 제출 안내(3차),일반
’25학년도 1학기 농림축산식품부「청년창업농」장학생 선발 안내,장학
[글로컬대학사업]2024학년도 학생주도 교양 교과목 기획 공모전 참여 협조 안내,학사
[빅데이터 혁신융합대학] 2024학년도 경기과학기술대학교 동계 계절학기 학점교류 안내,일반
한국기초과학지원연구원 2025년 연구장비분야 전문인력양성과정 교육생 모집 안내,일반
경남대학교 스마트제조ICT사업단 2024 NHN 아카데미 동계 중급실무과정 추가모집 홍보 협조 요청,일반
[우주항공기술경영학과] 2024학년도 동계 비교과 프로그램 안내 및 홍보 협조 요청,일반
우주항공 및 경남전략특화산업 온라인 직무자격증 취득과정 참여·홍보 협조요청,일반
[빅데이터 혁신융합대학 사업단] 서울시립대학교 2024학년도 빅데이터 미래산업 트랜드 기업연계세미나 홍보 협조 요청,일반
강의평가 문항 적합도 조사 실시 안내,일반
2025학년도 1학기 복수전공 및 부전공 신청 안내,일반
2025학년도 1학기 휴·복학 안내,일반
[빅데이터 혁신융합대학 사업단] 동계방학 빅데이터 Tableau Workshop 프로그램 홍보 협조 요청,일반
[법정의무교육]2024년 대학(원)생 폭력예방교육 이수 안내,일반
2024학년도 CS인의 밤 행사 안내,행사
[글로컬대학사업]AI 활용 비교과 1차 워크숍 운영 안내,학사
2024학년도 동계방학 중 중앙도서관 자료실 및 대출·반납 운영시간 변경 안내,일반
2024학년도 동계방학 기간 「USG 메타버스 체험관」 운영시간 안내,일반
2024년 인권보호주간 인권관련 도서감상평 공모전 홍보 협조 요청,일반
동계방학 기간「USG공유대학 학생라운지」운영시간 단축 안내,일반
2024학년도 제2차 역량활동장학금 대상자 선발을 위한 공인외국어시험성적 신청 안내,장학
2025년 1월 박물관 자원봉사자 모집 안내,일반
국립창원대 2024학년도 USG공유대학 스마트제조엔지니어링사업단 해외 리더십 역량 강화 동계 연수 모집 안내,일반
2025년도 1학기 국가장학금 1차 신청 재안내 및 적극 홍보 요청,장학
스마트공동체사업단 「동계 지역연계형 직무체험 프로그램」 참여학생 모집 안내,일반
★ 제1회 컴퓨터공학과 연구성과 경진대회(2차) SW 경진대회(전시회) 수상자 서류 제출 안내 ★,일반
2024학년도 CS인의 밤 1차 참가자 모집,일반
2024학년도「5차 GNU_The GeNiUs 캠프(합숙형)」교육생 모집 안내,일반
[대학원혁신사업] 2024년 대학(원)생 인권특강 3차 실시 안내(장소 변경),일반
2025학년도 학생생활관 관생(재학생)모집 안내 협조 요청,일반
2024학년도 2기 조우동장학회 장학금 신청 안내,장학
2024학년도 제6차 외국어강좌 안내 및 홍보 협조,일반
[국립대학육성사업]2024 GNU-SDGs 공모전 홍보 협조 요청,일반
USG공유대학 제3기 지역민 대상 온라인 공개 교육프로그램 홍보부스 운영 안내,일반
[LINC 3.0 사업단] 2024학년도 교내 2학기 캡스톤디자인 경진대회 참가자 모집 안내 및 홍보 요청,일반
"[코드잇] 2024 K-Digital Credit 안내 (1인 50만원, 100% 정부지원, 코딩 교육)",일반
LG AI 연구원_LG Aimers 6기 모집 공고★,일반
국립창원대 5차년도 인재양성이노베이션센터 비교과 스마트제조교육(산업용로봇교육) 동계 교육생 모집 안내,일반
2024학년도 동계방학 국립대학육성사업 융·복합 ICT 역량강화 교육(6차) 개강 홍보 협조 요청,일반
2024학년도 전기(`25.2.25.) 유예(수료 및 학사학위취득) 신청 안내,학사
2024학년도 전기(`25.2.25.) 조기(수료)졸업 신청 안내,일반
박상범 KBS창원방송총국장 초청특강 개최 안내,일반
2024년 인권영화제 안내 및 인권페스티벌 등 행사 포스터 배부 협조 요청,행사
글로컬대학 GNU-Glow Camp(성장캠프) 홍보 및 참여 협조 요청,일반
2025학년도 전과 시행 계획 안내,일반
「2024학년도 교육수요자 만족도 조사」참여 협조 요청,일반
2024학년도 2학기 개척학기제 최종결과보고서 제출 및 평가 관련 안내,일반
GNU 레터링 조형물 제막식 안내,일반
2024년 국가근로장학사업「동계방학 대체근로」신청 안내,장학
제3회 2025 DINO Start Lab Camp 참가학생 모집 안내,일반
[국립대학육성사업]2024학년도 GNU인성 교육 프로그램(4차) 운영 안내,일반
국립창원대 'CODEHOWS(코드하우스)' 코딩아카데미 재학생 및 USG참여대학 특화과정(2차) 교육생 모집 안내,일반
[국립대학육성사업]GNU-SDGs「지역사회와 동행하는 지속가능한 에코카페」홍보 요청,일반
2024년 GNU 인권문화페스티벌 행사 참석 안내,행사
2024년도 교육시설 이용자 만족도 조사 실시,일반
[국립대학육성사업] 2024학년도 GP-개척리더(동계) 프로그램 추가모집 안내,일반
2024년 학생연구자 연구환경 실태조사 실시 안내,일반
[엘라인] 2025 전국 대학생 대상 자작 미래자동차 경진대회 개최 안내,일반
2024년 국토안전관리원과 함께하는 동계 「KALIS 직무이해캠프」참가자 모집,일반
2024학년도 교육수요자 만족도 조사 설문 실시 안내,일반
2024년 BGF리테일 동계 채용형 인턴 채용상담회 안내,취업
2024학년도 제33회 소프트웨어 전시회,일반
[국립대학육성사업]도서관과 지역서점 연계 행사 안내 및 홍보 협조 요청,행사
2024학년도 2학기 강의평가 안내,일반
스마트공동체사업단 알쓸신잡(Job) 취업캠프 시즌4 운영 안내,일반
2024학년도 2학기 디지털리터러시 콘텐츠 비교과 프로그램 수강 안내,학사
2024학년도「USG공유대학 동계 Apple 개발자과정」운영 안내,일반
2024학년도 2학기 역량활동장학금 신청 안내_수정,장학
2025년도 (재)운해장학재단 제12기 운해장학생 추천 안내,장학
2025년도 한국지도자육성장학재단 장학생 추천 요청,장학
[대학원혁신사업] 2024년 대학(원)생 인권특강 실시 안내,일반
2024 모두가 함께하는 직장 내 장애인 인식개선 문화체험형 교육  '일 더하기 우리' 콘서트 참석 안내,일반
2024학년도 2학기 국가근로장학사업 동계방학 중 중도포기자 명단 제출 안내,장학
「2025학년도 1학기 개척학기제」 신청자 모집 안내,일반
[빅데이터 혁신융합대학사업단] 2025 겨울 한동대학교 빅데이터 캠프 홍보 협조 요청,학사
2024년 물리흡착&수은 압입 분석법 쉽게 배우기 세미나 안내,일반
USG 메타버스 체험관 학과별 체험행사 및 콘텐츠 체험 수기 공모전 안내,행사
2025년 진주시 겨울방학 대학생 행정인턴사업 참여자 모집 홍보 안내,취업
"2024 IoT 소프트웨어 역량 제고, 기업기술탐방 프로그램 참가자 모집",일반
[국립대학육성사업]2024학년도 교양교육과정 개발 및 체계구축을 위한 교양교육 만족도 및 요구사항 조사(학생용) 협조 요청,일반
2024학년도 국립대학육성사업 융·복합 ICT 활용 공모전 참여 협조 안내,일반
[빅데이터혁신융합대학사업단] 2024학년도 배재대학교 실감미디어 혁신융합대학사업단 동계 계절학기 교류수학 안내,학사
[국립대학육성사업-지역대학 인권의식 프로그램]_2024년 경상국립대학교 인권·성평등 공모전 안내 및 홍보 협조 요청,일반
2024학년도 제1기 GNU 인권서포터즈단 신청 안내,일반
2025년도 관정이종환교육재단 장학생 신청 안내,장학
2024학년도 컴퓨터공학과 OPEN LAB 행사 안내(12/11),행사
[국립대학육성사업] 2024학년도 GP-개척리더(동계) 프로그램 모집연장 안내,일반
2024학년도 동계 계절학기 현장실습학기제 실습생 모집 협조,일반
2025년도 1학기 국가장학금 1차 신청 안내 및 홍보 협조 요청,장학
2025학년도 1학기 1차 국가근로장학금 학생 신청기간 안내,장학
가을밤 이야기가 흐르는 다정한 북토크 _돌보는 것에 대하여_ 개최 안내,일반
[국립대학육성사업]GNU-SDGs 서포터즈‘농구게임 분리수거 캠페인’운영 안내 및 홍보요청,일반
2024학년도 국가근로장학금「동계방학 집중근로(교외)」신청 안내(수정),장학
도서관 이용자 만족도 조사 참여 안내,일반
[국립대학육성사업] Global Pioneer[중국창업교육] 프로그램 참가자 모집 공고,일반
교육혁신처 스튜디오 활용 안내,일반
2024학년도「USG공유대학 겨울 영어캠프」운영 및 신청 안내,일반
AI 활용 온라인 비교과 교육 프로그램 운영 안내,일반
[단국대 반도체소부장혁신융합대학사업단] 단국대학교 2024학년도 동계 계절학기 학점교류 교과목 신청 안내,학사
2025학년도 1학기 재입학 시행 계획 안내,일반
'24학년도 동계방학 특별개관 학생생활관칠암제2분관 관생 모집,일반
2024학년도 2차「대학-지역 동반성장 기획 프로젝트」교육생 모집 안내,일반
2024학년도 USG공유대학 제5기 생성형 AI 활용 직무역량강화 프로그램 신청 안내,일반
「2024 동남권 (예비)창업기업 창업역량강화 교육」홍보 협조 요청,일반
글로컬대학사업 홍보 부스 운영 안내,학사
졸업자격인증제 인증 신청 서류 제출 안내(2024.12월),일반
2024년 신입생(1학년) 창의·리더십 캠프 신청 안내,일반
2024학년도 IT공과대학 취·창업 동아리 결과보고서 제출 및 활동보고회 실시 안내,일반
2024년 하반기 학내구성원(대학원생 및 학부생) 장애인식개선 온라인(ZOOM)교육 이수 안내,일반
[글로컬사업] '우주항공과 사람을 잇는 컨퍼런스 쇼 - 스페이스 인' 방송 안내 및 홍보 협조 요청,일반
2024 동남권 대학생 창업경진대회 홍보 요청(연장),일반
2024년 경남글로벌통합포럼(GGIF) 참석 및 홍보 협조 요청,일반
2024학년도 경남대학교 동계 계절학기 학점 교류 수학 안내,일반
「2024 제2차 USG공유대학 직무박람회」장소 변경에 따른 홍보 협조 재요청,일반
◈ NHN 아카데미 중급실무과정 (동계) 모집 및 설명회 안내 ◈,일반
2024년「제30기(동계) 대학생 재능봉사 캠프 사업」멘토 모집,일반
2024학년도 동계 AI·빅데이터 ICC 글로벌 캡스톤디자인 참가팀 모집 안내,일반
2024학년도 IT공과대학 취·창업 활성화를 위한 응시료 지원 신청서 제출 안내(2차),일반
탄소중립 포인트제 일정 및 한도 변경에 따른 재안내 및 홍보 협조 요청,일반
2024학년도 신기술 기반 핵심역량 강화 프로그램 2차 교육생 모집 안내,일반
경남대학교 스마트제조ICT사업단 2024 하반기 스마트제조ICT취업역량강화캠프 참가자 모집 안내,일반
「2024 제2차 USG공유대학 직무박람회」개최 안내 및 홍보 협조 요청,일반
(취업지원) 2024학년도 2학기 외국인 유학생을 위한 원데이 진로·취업 올인원 특강 홍보 협조 요청,일반
2024년 경남국제개발협력센터 KOICA WFK 해외봉사단 3차 설명회 홍보 협조 요청,일반
2024학년도 2학기 교내 희망사다리장학생 추천 요청,장학
2024년 연구윤리 교육 이수 독려 안내,일반
2024학년도「4차 GNU_The GeNiUs 캠프(비합숙형)」교육생 모집 안내,일반
2024 학내구성원(대학원생 및 학부생) 장애인식개선 온라인(ZOOM)교육 안내 및 독려 협조 요청,일반
2024 동남권 대학생 창업경진대회 홍보 요청,일반
[빅데이터혁신융합대학사업단] 2024 마이크로디그리 데이 행사 개최 홍보 및 공결 협조 요청,학사
2024학년도 우수신입생 창의·리더십 캠프 신청 안내,일반
"「경남 방위산업, 글로벌 경쟁력 강화와 도전 과제」 세미나 개최 및 참가 안내",일반
2024년 입학전형 개선 연구 재학생 설문조사 협조 요청,일반
2024학년도 재학생 동계방학 해외파견 영어연수 연수생 선발 공고,일반
2025년 교내근로→국가근로 전환 예고에 따른 국가장학금 1차 신청 안내,장학
2024학년도 국립한국해양대학교 겨울계절학기 학점 교류 수학 안내,일반
진로취업지원실(대학일자리플러스센터) 11월 진로취업 소식지 발송,일반
2024학년도 2학기 강의개선을 위한 「중간 강의 의견수렴」 연장 안내,일반
제5회 국립대학 육성사업 영상 콘텐츠 공모전 홍보 협조 요청,일반
[반도체소부장혁신융합대학사업단]ASML 반도체 전문가 초청 특강 홍보 협조 요청,학사
국립창원대 원전에너지 11월 기업 연구소 전문가 세미나 운영 안내,일반
국립창원대 비교과 스마트제조교육(시험평가 측정 이론 및 현장실습 교육) 학생 모집 안내,일반
[빅데이터 혁신융합대학] 2024학년도 숙명여자대학교 동계 계절학기 학점교류 안내,일반
2024학년도 신입생 「진로탐색검사」실시 안내,일반
2024학년도 울산대학교 겨울 계절수업 학점 교류 수학 안내,일반
2024학년도 경북대학교 겨울계절수업 학점 교류 수학 안내,일반
2024학년도 2학기 외국인 유학생 문화체험 개최 안내 및 협조 요청,일반
[인권센터]「2024 경상남도 인권작품 공모전」홍보 협조 요청,일반
★ SW경진대회 및 전시회 개최안내 ★,일반
2024학년도 USG공유대학 제6기 외국어 콘텐츠(리얼클래스) 프로그램 수강 안내,학사
스마트공동체사업단 「창업교과목 연계 아이디어톤 경진대회」 프로그램 참여학생 모집 연장 안내,일반
[국립대학육성사업]「2024 지속가능한 진주 SDGs 페스티벌」 안내 및 홍보 협조 요청,일반
2024학년도 전남대학교 동계 계절학기 학점 교류 수학 안내,일반
2024학년도 부산대학교 겨울계절수업 학점 교류 수학 안내,일반
★ 비교과 역량강화프로그램-2024 국제게임전시회 지스타 현장체험 신청 안내 ★,일반
[대학원혁신지원사업]중앙도서관 대학원생 열람실 조성공사 시행 알림,일반
2024학년도 강원대학교 겨울 계절수업 학점 교류 수학 안내,일반
2025학년도 전기 교육대학원 신입생 모집 안내,일반
2024학년도 2학기 외부시험 성적인정 신청 안내,일반
2024학년도 2학기 예비교원 대상 성인지 교육 실시 안내,일반
2024년도 안전문화 캠페인 실시 및 참여 안내,일반
교육부 2024 산학연협력 EXPO 개최 안내,일반
2024 겨울 GNU 영어캠프 보조교사 모집 안내 및 홍보 협조 요청,일반
2024학년도 제주대학교 동기 계절수업 학점 교류 수학 안내,일반
2024학년도 경성대학교 동계 계절수업 학점 교류 수학 안내,일반
2024학년도 국립대학육성사업 융·복합 ICT 역량강화 특강 홍보 협조 요청,일반
2024학년도 충남대학교 동기 계절학기 학점 교류 수학 안내,일반
2024학년도 국립순천대학교 동계 계절학기 학점 교류 수학 안내,일반
2024학년도 제5차 외국어강좌 안내 및 홍보 협조,일반
2024학년도 동국대학교 서울캠퍼스 겨울계절학기 학점 교류 수학 안내,일반
도서관 야외 책마당 행사 안내 및 홍보 협조 요청(변경),행사
[필독]2024년도 2학기 연구활동종사자 안전교육 실시 (~11.20 연장),일반
스마트공동체사업단-중소벤처기업진흥공단「책드림(DREAM) 캠페인」도서지원 대상자 추가 모집 안내,일반
2024년도 국립부경대학교 동계 계절수업 학점 교류 수학 안내,일반
2025년도 두산연강재단 장학생 선발 안내,장학
온라인 공직 멘토링(10.23.~24.) 홍보 협조,일반
2024학년도 동서대학교 동계 계절학기 학점 교류 수학 안내,일반
제10회 창의·융합 3D프린팅 아이디어 경진대회 개최 알림,일반
진주시 탄소중립포인트제 홍보 및 가입 독려 협조 요청,일반
스마트공동체사업단 「창업교과목 연계 아이디어톤 경진대회」 프로그램 참여학생 모집 안내,일반
2025학년도 전기 보건대학원 신입생 모집 안내,일반
2024학년도 전북대학교 동기 계절수업 학점 교류 수학 안내,일반
2024학년도 2학기 국립대학육성사업 융·복합 ICT 역량강화 교육(5차) 개강 홍보 협조 요청,일반
2024년 11월 박물관 자원봉사자 모집 안내,일반
2024학년도 국립창원대학교 동기 계절수업 학점 교류 수학 안내,일반
[반도체소부장혁신융합대학사업단]Texas A&M 대학교 교수 초청 특강 홍보 협조 요청,학사
2024학년도 2학기 강의개선을 위한「중간 강의 의견수렴」안내,일반
[대학원혁신사업] 2024년 하반기 성폭력 예방 공동 캠페인 개최 안내,일반
ai 융합인재교육연구단 10월 행사 안내,행사
2024 탄소중립 ICC VISION TRIP 2회차 시행 안내,일반
2024학년도 동기 계절수업 충북대학교 학점 교류 수학 안내,일반
2024년 지역NGO와 함께하는 세계 식량의 날 기념 제로헝거런 챌린지 안내,일반
[서울대학교 혁신융합대학사업] 2024학년도 서울대학교 빅데이터 혁신융합대학 사업단 동계 계절학기 교류수학 안내,학사
제6회 Dream-Hi 창업캠프 모집 홍보 요청,일반
2024학년도 학생 주도 UCC 기획 공모전 참여 협조 안내,일반
2024 SEA SCOUT Start-Up 프로그램 홍보 요청,일반
스마트공동체사업단 「현직자 직무부트캠프」 모집 안내,일반
2025학년도 진로·취업 의식 및 프로그램 수요조사 협조 요청,일반
[서울대학교 혁신융합대학사업] 2024학년도 서울대학교 동계 계절학기 교류수학 안내,학사
2024학년도 서울대학교 동계 계절수업 학점 교류 수학 안내,일반
[삼성청년SW아카데미 모집] 13기 교육생 모집홍보 협조 요청,일반
2024학년도 경남 혈액원 헌혈 홍보 요청,일반
2024학년도 2학기 국제화장학금 신청 안내[~10/31(목)],장학
[빅데이터 혁신융합대학] 2024년 동계 빅데이터 캠프 참여학생 모집 및 홍보 요청,일반
진로취업지원실(대학일자리플러스센터) 10월 진로취업 소식지 발송,일반
건강생활실천 캠페인 이용 안내,일반
2024학년도 2학기 GNU ICEE 캡스톤디자인(교과목) 지원 재안내,일반
2024년「제19회 공중화장실 혁신 아이디어 공모전」알림,일반
GNU IP EXPO 안내 및 홍보 협조 요청,일반
박물관(칠암 진농관) 관람시간 변경 안내,일반
2025학년도 1학기 중국 파견 교환학생 선발 공고,일반
[교직] 2024학년도 2학기 2~5차 응급처치 및 심폐소생술 교육 안내,일반
[반도체소부장혁신융합대학사업단]2024학년도 반도체 전문가 초청 특강(10월) 홍보 협조 요청,학사
[LINC 3.0 사업단] 2024 링크루트(LINC 3.0 Recruit) 참여 안내,일반
AI활용 교육 및 VR 콘텐츠 개발 수요조사 안내 및 참여 협조 요청,일반
2024학년도 제3차 외국인 유학생 조기적응프로그램 신청 안내,일반
도서관 '개척청년 비전특강' 신청 연장에 따른 재안내 및 홍보 협조 요청,일반
(종료)2024학년도 2학기 디자인 플랫폼 미리캔버스 사용 신청 안내,일반
2024 규제혁신 홍보영상 공모전 홍보 협조 요청,일반
[우주항공대학] 글로컬대학사업 '스페이스인' 강연 안내 및 홍보 협조 요청,학사
연구성과경진대회 1차 참가 학생 설문지 제출 안내,일반
2024년 (재)경상국립대학교 발전기금재단(목원장학기금_교직원 자녀) 장학금 신청 안내,장학
2024학년도 2학기 수강신청확인원 제출 안내,학사
